fiscal_year,year,month,month_numeric,nach_products,subproducts_name,presentation_volume_nos,presentation_value_rs,returns_volume_nos,returns_value_rs,successful_transactions_volume_nos,successful_transactions_value_rs,released_on,updated_on,data_source,data_url
2020-21,2020,November,11,Total volume November 2020,Total volume November 2020,291130883,1789595085570.43,37260416,253040226124.2,253870467,1536554859446.23,2020-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",90731258,864166281980.15,28328468,217407401158.76,62402790,646758880821.39,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,Total Debit,Total Debit,90731258,864166281980.15,28328468,217407401158.76,62402790,646758880821.39,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,Total volume November 2021,Total volume November 2021,340864505,1936761976143.09,29630792,227622214906.35,311233713,1709139761236.74,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,November,11,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",116415958,1094785134608.15,34285879,238256233753.34,82130079,856528900854.8,2022-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,November,11,Total Debit,Total Debit,116415958,1094785134608.15,34285879,238256233753.34,82130079,856528900854.8,2022-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,November,11,Total volume Nov 2022,Total volume Nov 2022,360368497,2608389646073.18,36363542,265446591871.15,324004955,2342943054202.02,2022-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,November,11,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",137664386,1416460922588.08,35753420,287903801704.39,101910966,1128557120883.7,2023-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,November,11,Total Debit,Total Debit,137664386,1416460922588.08,35753420,287903801704.39,101910966,1128557120883.7,2023-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,November,11,Total volume November 2023,Total volume November 2023,597834623,3316962594072.96,37838334,299539163992.8,559996289,3017423430080.18,2023-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,"NACH Debit - 306 format 
(Account based)","Recurring payments (EMI, Insurance premium etc)",173293568,1848143566529.71,45790433,377372154617.57,127503135,1470771411912.13,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,Total Debit,Total Debit,173293568,1848143566529.71,45790433,377372154617.57,127503135,1470771411912.13,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,Total volume Nov 2024,Total volume Nov 2024,542221492,3645837457374.54,48310482,392437391664.94,493911010,3253400065709.59,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,"NACH Debit - 306 format 
(Account based)","Recurring payments (EMI, Insurance premium etc)",183574745,2255167314868.85,46887417,440432435298.08,136687328,1814734879570.83,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,Total Debit,Total Debit,183574745,2255167314868.85,46887417,440432435298.08,136687328,1814734879570.83,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,Total volume Nov 2025,Total volume Nov 2025,690185997,4582074131183.92,50016207,449522884309.31,640169790,4132551246874.68,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",84834138,790224409152,34019461,254986889817,50814677,535237519335,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,Total Debit,Total Debit,84834138,790224409152.07,34019461,254986889817.18,50814677,535237519334.89,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,October,10,Total volume October 2020,Total volume October 2020,282608173,1759914337885.46,37054981,264772681691.82,245553192,1494623240444.64,2020-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",86572709,853469863234.85,27048191,211933472771.63,59524518,641536390463.22,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,Total Debit,Total Debit,86572709,853469863234.85,27048191,211933472771.63,59524518,641536390463.22,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,Total volume October 2021,Total volume October 2021,371903655,2157285187219.63,29556924,222675996884.76,342346731,1934609190334.87,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,October,10,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",113992701,1061313355778.97,33866776,239649578908.29,80125925,821663776870.68,2022-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,October,10,Total Debit,Total Debit,113992701,1061313355778.97,33866776,239649578908.29,80125925,821663776870.68,2022-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,October,10,Total volume Oct 2022,Total volume Oct 2022,443865920,2587116281373.52,36591382,250318373865.51,407274538,2336797907508.02,2022-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,October,10,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",134832978,1382873070746.45,35556493,276024573232.03,99276485,1106848497514.39,2023-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,October,10,Total Debit,Total Debit,134832978,1382873070746.45,35556493,276024573232.03,99276485,1106848497514.39,2023-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,October,10,Total volume October 2023,Total volume October 2023,437307172,2894993088938.53,37036708,281017045105.05,400270464,2613976043833.46,2023-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",171021661,1888435363959.5,43640560,362625484236.48,127381101,1525809879723.02,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,Total Debit,Total Debit,171021661,1888435363959.5,43640560,362625484236.48,127381101,1525809879723.02,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,Total volume Oct 2024,Total volume Oct 2024,719580917,4154794963212.83,45326425,371677561761.74,674254492,3783117401451.09,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,"NACH Debit - 306 format 
(Account based)","Recurring payments (EMI, Insurance premium etc)",181226654,2230476333616.09,45965998,441095727760.8,135260656,1789380605855.3,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,Total Debit,Total Debit,181226654,2230476333616.09,45965998,441095727760.8,135260656,1789380605855.3,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,Total volume Oct 2025,Total volume Oct 2025,629413609,4315410631475.27,48801777,448414801761.42,580611832,3866995829713.87,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",85742550,779584658415.66,35011178,247279324746.99,50731372,532305333668.67,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,Total Debit,Total Debit,85742550,779584658415.66,35011178,247279324746.99,50731372,532305333668.67,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2020-21,2020,September,9,Total volume September 2020,Total volume September 2020,309716499,1524322556628.51,38145414,256542046711.87,271571085,1267780509916.64,2020-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",87829452,840684023298.48,27855476,213937585125.62,59973976,626746438172.86,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,Total Debit,Total Debit,87829452,840684023298.48,27855476,213937585125.62,59973976,626746438172.86,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,Total volume September 2021,Total volume September 2021,283156623,1815953965239.57,29821838,224747264720.38,253334785,1591206700519.19,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,September,9,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",111409087,1053896915550.6,32614431,226300312160.04,78794656,827596603390.57,2022-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,September,9,Total Debit,Total Debit,111409087,1053896915550.6,32614431,226300312160.04,78794656,827596603390.57,2022-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,September,9,Total volume Sep 2022,Total volume Sep 2022,391533673,2329126036411.67,34436172,237750429315.97,357097501,2092280447744.69,2022-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,September,9,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",137183248,1380809959948.21,39394160,292477283227.15,97789088,1088332676721.07,2023-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,September,9,Total Debit,Total Debit,137183248,1380809959948.21,39394160,292477283227.15,97789088,1088332676721.07,2023-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2023-24,2023,September,9,Total volume September 2023,Total volume September 2023,470334514,2654956845480.17,42173856,297971845124.33,428160658,2356985000355.84,2023-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,"NACH Debit - 306 format
(Account based)","Recurring payments (EMI, Insurance premium etc)",165167789,1799454792462.07,42141453,353395212111.42,123026336,1446059580350.64,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,Total Debit,Total Debit,165167789,1799454792462.07,42141453,353395212111.42,123026336,1446059580350.64,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,Total volume Sep 2024,Total volume Sep 2024,565200424,3375739641980.47,44644994,358918581551.03,520555430,3016821060429.43,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,"NACH Debit - 306 format 
(Account based)","Recurring payments (EMI, Insurance premium etc)",178646363,2221641580423.05,44229044,425269493627.87,134417319,1796372086795.23,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,Total Debit,Total Debit,178646363,2221641580423.05,44229044,425269493627.87,134417319,1796372086795.23,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,Total volume Sep 2025,Total volume Sep 2025,617974937,4136392273573.42,46756918,432507495071.04,571218019,3703884778502.42,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
