fiscal_year,year,month,month_numeric,nach_products,subproducts_name,presentation_volume_nos,presentation_value_rs,returns_volume_nos,returns_value_rs,successful_transactions_volume_nos,successful_transactions_value_rs,released_on,updated_on,data_source,data_url
2024-25,2024,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer,36957144,93259205615.84,485836,1174630460.24,36471308,92084575155.6,2024-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13053264,2007003871,498690,68415347.06,12554574,1938588523.94,2024-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,June,6,NACH Credit - 306 format (Account based),Other credits,81098709,1043616133451.15,364329,2795915814.05,80734380,1040820217637.1,2024-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,June,6,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,June,6,Total Credit,Total Credit,424046206,1575646716928.96,1863510,5328207181.42,422182696,1570318509747.54,2024-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,APBS (Aadhaar based),Direct Benefit Transfer,110248601,202993749367.32,152458,651625264.65,110096143,202342124102.67,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,APBS (Aadhaar based),Direct Benefit Transfer (LPG),116028192,15983086698.85,452495,56877217.39,115575697,15926209481.46,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,APBS (Aadhaar based),Other credits,21864008,67069652270.3,35425,567043702.74,21828583,66502608567.56,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer,39395534,86054768066.03,520080,1341479277.74,38875454,84713288788.29,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),19279054,2999044927.94,1183093,142855970.01,18095961,2856188957.93,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,NACH Credit - 306 format (Account based),Other credits,89253486,1234919615258.9,520134,6671916528.74,88733352,1228247698730.16,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,July,7,Total Credit,Total Credit,396068875,1610019916589.34,2863685,9431797961.27,393205190,1600588118628.08,2024-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,APBS (Aadhaar based),Direct Benefit Transfer,157578858,286653610641.67,254647,933911555.65,157324211,285719699086.02,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,APBS (Aadhaar based),Direct Benefit Transfer (LPG),107151770,14242409433.32,557321,62941699.93,106594449,14179467733.39,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,APBS (Aadhaar based),Other credits,13594041,51932267306.01,24866,626376095.92,13569175,51305891210.09,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer,30642684,90240427680.31,328294,1453183349.18,30314390,88787244331.13,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13900776,2086869417.38,1271323,139268240.44,12629453,1947601176.94,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,NACH Credit - 306 format (Account based),Other credits,108942369,1349633026702.66,534628,3686016346,108407741,1345947010356.66,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,August,8,Total Credit,Total Credit,431810498,1794788611181.35,2971079,6901697287.12,428839419,1787886913894.23,2024-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,APBS (Aadhaar based),Direct Benefit Transfer,127242431,288422666908.53,273760,1196961737.4,126968671,287225705171.13,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,APBS (Aadhaar based),Direct Benefit Transfer (LPG),92773501,12375261237.36,252206,30077855.36,92521295,12345183382,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,APBS (Aadhaar based),Other credits,14226053,54697698904.88,41590,490291856.46,14184463,54207407048.42,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer,46973778,83556952702.45,937957,1230074383.32,46035821,82326878319.13,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12643379,1956214896.37,513632,63297904.13,12129747,1892916992.24,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,NACH Credit - 306 format (Account based),Other credits,106173493,1135276054868.8,484396,2512665702.94,105689097,1132763389165.87,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,September,9,Total Credit,Total Credit,400032635,1576284849518.39,2503541,5523369439.61,397529094,1570761480078.79,2024-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,APBS (Aadhaar based),Direct Benefit Transfer,283791986,644869531533,377079,1620144497.24,283414907,643249387035.76,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,APBS (Aadhaar based),Direct Benefit Transfer (LPG),111114420,17485220023.53,211884,28787630.29,110902536,17456432393.24,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,APBS (Aadhaar based),Other credits,7285013,29210357225.39,15385,238016485.91,7269628,28972340739.48,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer,44350447,121763113411.91,330056,3721313945.44,44020391,118041799466.47,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),14595621,2518986368.59,412778,55457317.04,14182843,2463529051.55,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,NACH Credit - 306 format (Account based),Other credits,87421769,1450512390690.91,338683,3388357649.34,87083086,1447124033041.57,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,October,10,Total Credit,Total Credit,548559256,2266359599253.33,1685865,9052077525.26,546873391,2257307521728.07,2024-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,PBS (Aadhaar based),Direct Benefit Transfer,102853929,238664117093.91,103472,2182255671.19,102750457,236481861422.72,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,PBS (Aadhaar based),Direct Benefit Transfer (LPG),114716238,19788042612.64,207160,30261053.58,114509078,19757781559.06,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,PBS (Aadhaar based),Other credits,7526240,65391704194.08,29118,1436713473.1,7497122,63954990720.98,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer,32925184,137900986311.2,1307574,2125751709.84,31617610,135775234601.36,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12698688,2017097856.15,274411,35926469.93,12424277,1981171386.22,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,NACH Credit - 306 format (Account based),Other credits,98207645,1333931942776.85,598314,9254328669.73,97609331,1324677614107.12,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,NACH Credit - 156 format (Account based),Other credits,,,,,,,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,November,11,Total Credit,Total Credit,368927924,1797693890844.83,2520049,15065237047.37,366407875,1782628653797.46,2024-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,PBS (Aadhaar based),Direct Benefit Transfer,123887931,397620555449,250654,8163626961.78,123637277,389456928487.22,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,PBS (Aadhaar based),Direct Benefit Transfer (LPG),108208583,16847450749.09,255170,34229214.92,107953413,16813221534.17,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,PBS (Aadhaar based),Other credits,13043319,172578842700.86,43581,4982891101.01,12999738,167595951599.85,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer,44445599,142893122462.82,742205,1159494131.94,43703394,141733628330.88,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12441416,1952706982.43,342796,42444338.33,12098620,1910262644.1,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,NACH Credit - 306 format (Account based),Other credits,74708432,1212108707006.27,827292,20439455784.13,73881140,1191669251222.14,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2024,December,12,Total Credit,Total Credit,376735280,1944001385350.47,2461698,34822141532.11,374273582,1909179243818.36,2025-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,APBS (Aadhaar based),Direct Benefit Transfer,86321161,320446231020.12,176042,9308290470.36,86145119,311137940549.76,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,APBS (Aadhaar based),Direct Benefit Transfer (LPG),104900905,14356695998.53,339708,36517806.37,104561197,14320178192.16,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,APBS (Aadhaar based),Other credits,35098019,187992295920.87,64498,5272775456.29,35033521,182719520464.58,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer,50734090,116830685971.4,1041072,1641440522.1,49693018,115189245449.3,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),14662610,2230011024.65,841678,100592704.11,13820932,2129418320.54,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,NACH Credit - 306 format (Account based),Other credits,65072663,1337931589153.11,500686,11928249704.96,64571977,1326003339448.15,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,January,1,Total Credit,Total Credit,356789448,1979787509088.68,2963684,28287866664.19,353825764,1951499642424.49,2025-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,APBS (Aadhaar based),Direct Benefit Transfer,180224173,452791076938.34,220847,4192728133.35,180003326,448598348804.99,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,APBS (Aadhaar based),Direct Benefit Transfer (LPG),94565100,13982087523.14,311983,31170755.61,94253117,13950916767.53,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,APBS (Aadhaar based),Other credits,35521275,104196471951.95,46884,2619761678.63,35474391,101576710273.32,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer,47654068,92716336473.67,778584,1389334098.06,46875484,91327002375.61,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13333349,2188400228.41,676020,84344619.42,12657329,2104055608.99,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,NACH Credit - 306 format (Account based),Other credits,92319441,1313900255905.95,1401855,3567236293.59,90917586,1310333019612.36,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,February,2,Total Credit,Total Credit,463617406,1979774629021.46,3436173,11884575578.66,460181233,1967890053442.8,2025-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,APBS (Aadhaar based),Direct Benefit Transfer,155339440,480144921325.31,183507,3642382450.24,155155933,476502538875.07,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,APBS (Aadhaar based),Direct Benefit Transfer (LPG),111286328,18484421246.83,270174,29739710.16,111016154,18454681536.67,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,APBS (Aadhaar based),Other credits,84036974,169782499026.56,71732,1703119720.06,83965242,168079379306.5,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer,65202883,126102384673.39,536105,1717820998.87,64666778,124384563674.52,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),14318939,2262243696.34,846076,96308724.15,13472863,2165934972.19,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,NACH Credit - 306 format (Account based),Other credits,106603745,1635647630153.64,1413661,4096650401.18,105190084,1631550979752.46,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2024-25,2025,March,3,Total Credit,Total Credit,536788309,2432424100122.07,3321255,11286022004.66,533467054,2421138078117.41,2025-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,APBS (Aadhaar based),Direct Benefit Transfer,131980479,331621307426.83,154050,1699883819.77,131826429,329921423607.06,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,APBS (Aadhaar based),Direct Benefit Transfer (LPG),107971249,15616315983.91,237652,27804515.7,107733597,15588511468.21,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,APBS (Aadhaar based),Other credits,21099398,228420151265.67,48660,4730974399.95,21050738,223689176865.72,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer,48125949,111203613753.6,2180531,1632589216.74,45945418,109571024536.86,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13438538,2102945934.58,575701,70332796.84,12862837,2032613137.74,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,NACH Credit - 306 format (Account based),Other credits,58520007,1433523393790.62,138447,3149362280.98,58381560,1430374031509.64,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,April,4,Total Credit,Total Credit,381135620,2122487728155.2,3335041,11310947029.98,377800579,2111176781125.23,2025-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,APBS(Aadhaar based),Direct Benefit Transfer,146643236,326688102188.8,241500,2553600061.17,146401736,324134502127.63,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,APBS(Aadhaar based),Direct Benefit Transfer (LPG),106941792,17180234371.22,301501,38718919.1,106640291,17141515452.12,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,APBS(Aadhaar based),Other credits,25032855,165983682808.69,41573,3413410126.77,24991282,162570272681.92,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer,46150943,201183747188,891921,1494972204.52,45259022,199688774983.48,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13508508,2352838414.48,441554,55730733.59,13066954,2297107680.89,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,NACH Credit - 306 format (Account based),Other credits,64696792,1270260003730.49,246455,2743228328.78,64450337,1267516775401.72,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,May,5,Total Credit,Total Credit,402974126,1983648608701.67,2164504,10299660373.93,400809622,1973348948327.76,2025-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,APBS(Aadhaar based),Direct Benefit Transfer,165436435,390101661858.27,385181,2369085374.85,165051254,387732576483.42,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,APBS(Aadhaar based),Direct Benefit Transfer (LPG),90962123,15149284492.39,152373,20594758.22,90809750,15128689734.17,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,APBS(Aadhaar based),Other credits,27794704,77215578351.47,31357,711171323.99,27763347,76504407027.48,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer,43685426,127351861107.96,357268,1230523538.82,43328158,126121337569.14,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),11127999,1849684104.9,327774,46643939.91,10800225,1803040164.99,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,NACH Credit - 306 format (Account based),Other credits,77783156,1212674039618.48,382520,2336755867.2,77400636,1210337283751.28,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,June,6,Total Credit,Total Credit,416789843,1824342109533.47,1636473,6714774802.99,415153370,1817627334730.48,2025-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,APBS(Aadhaar based),Direct Benefit Transfer,130052923,296098716892.86,111420,1006584624.89,129941503,295092132267.97,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,APBS(Aadhaar based),Direct Benefit Transfer (LPG),118238093,17895053682.89,167855,22937961.73,118070238,17872115721.16,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,APBS(Aadhaar based),Other credits,22211827,109553941033.89,29276,1113257430.17,22182551,108440683603.72,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer,41078046,92145717809.04,312155,1248745344.69,40765891,90896972464.35,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),15665169,2502999288.99,531407,73555417.29,15133762,2429443871.7,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,NACH Credit - 306 format (Account based),Other credits,106075686,1336159401703.98,612030,3413552163.08,105463656,1332745849540.89,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,July,7,Total Credit,Total Credit,433321744,1854355830411.65,1764143,6878632941.85,431557601,1847477197469.79,2025-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,APBS(Aadhaar based),Direct Benefit Transfer,248848930,535609975995.71,189487,1109063801.04,248659443,534500912194.67,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,APBS(Aadhaar based),Direct Benefit Transfer (LPG),102520230,14533813676.9,143562,16580193.89,102376668,14517233483.01,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,APBS(Aadhaar based),Other credits,30338713,111351851947.28,23432,838964779.18,30315281,110512887168.1,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer,40877748,112391096473.94,392151,2445502272.69,40485597,109945594201.25,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12949726,2053453088.28,430763,53566992.61,12518963,1999886095.67,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,NACH Credit - 306 format (Account based),Other credits,131618487,1564114786017.7,481297,2410736196.76,131137190,1561704049820.94,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,August,8,Total Credit,Total Credit,567153834,2340054977199.82,1660692,6874414236.17,565493142,2333180562963.64,2025-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,APBS (Aadhaar based),Direct Benefit Transfer,135815911,345672377450.16,140027,1666983363.57,135675884,344005394086.59,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,APBS (Aadhaar based),Direct Benefit Transfer (LPG),100376201,14678011641.52,160578,21506520.39,100215623,14656505121.13,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
