fiscal_year,year,month,month_numeric,nach_products,subproducts_name,presentation_volume_nos,presentation_value_rs,returns_volume_nos,returns_value_rs,successful_transactions_volume_nos,successful_transactions_value_rs,released_on,updated_on,data_source,data_url
2025-26,2025,September,9,APBS (Aadhaar based),Other credits,18095667,57113048177.62,22586,486545800.04,18073081,56626502377.58,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer,47922428,100974019842.98,1025037,2007194469.46,46897391,98966825373.52,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12521635,1948795506.92,453918,59530710.48,12067717,1889264796.44,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,NACH Credit - 306 format (Account based),Other credits,124596732,1394364440531.17,725728,2996240579.23,123871004,1391368199951.93,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,September,9,Total Credit,Total Credit,439328574,1914750693150.37,2527874,7238001443.17,436800700,1907512691707.19,2025-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,APBS (Aadhaar based),Direct Benefit Transfer,136518281,350068341854.95,243493,1821928202.23,136274788,348246413652.72,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,APBS (Aadhaar based),Direct Benefit Transfer (LPG),112082939,17154142506.19,277843,43752904.29,111805096,17110389601.9,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,APBS (Aadhaar based),Other credits,25961331,66303398800.27,36149,407621278.75,25925182,65895777521.52,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer,61426838,98596633737.09,1185936,1256127975.82,60240902,97340505761.27,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13070070,2015668477.11,391586,48248910.08,12678484,1967419567.03,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,NACH Credit - 306 format (Account based),Other credits,99127496,1550796112483.57,700772,3741394729.45,98426724,1547054717754.13,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,October,10,Total Credit,Total Credit,448186955,2084934297859.18,2835779,7319074000.62,445351176,2077615223858.57,2025-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,APBS (Aadhaar based),Direct Benefit Transfer,203291116,548200282237.06,272193,2121178557.59,203018923,546079103679.47,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,APBS (Aadhaar based),Direct Benefit Transfer (LPG),105583608,17141021181.74,212299,34505001.48,105371309,17106516180.26,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,APBS (Aadhaar based),Other credits,28656426,129486937199.5,40234,1387445221.19,28616192,128099491978.31,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer,52269866,147024179405.99,1084515,1312600486.66,51185351,145711578919.33,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12378386,1882821043.76,306373,35005651.39,12072013,1847815392.37,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,NACH Credit - 306 format (Account based),Other credits,104431850,1483171575247.02,1213176,4199714092.92,103218674,1478971861154.11,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,NACH Credit - 156 format (Account based),Other credits,,,,,,,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,November,11,Total Credit,Total Credit,506611252,2326906816315.07,3128790,9090449011.23,503482462,2317816367303.85,2025-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,APBS (Aadhaar based),Direct Benefit Transfer,90914964,446139043393.55,143660,6257739358.32,90771304,439881304035.23,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,APBS (Aadhaar based),Direct Benefit Transfer (LPG),102828020,15397429615.52,217872,30804837.43,102610148,15366624778.09,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,APBS (Aadhaar based),Other credits,42036896,350704025973.72,84148,7553121357.61,41952748,343150904616.11,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer,38332647,163295191960.7,440697,1261152926.44,37891950,162034039034.26,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12325455,1789064414.03,322689,35288018.84,12002766,1753776395.19,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,NACH Credit - 306 format (Account based),Other credits,73410014,1522920533936.34,535593,4049813576.59,72874421,1518870720359.75,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,NACH Credit - 156 format (Account based),Other credits,,,,,,,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2025,December,12,Total Credit,Total Credit,359847996,2500245289293.86,1744659,19187920075.23,358103337,2481057369218.63,2026-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,APBS (Aadhaar based),Direct Benefit Transfer,115852945,527623681045.08,179289,9303164886.17,115673656,518320516158.91,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,APBS (Aadhaar based),Direct Benefit Transfer (LPG),115486223,17993472031.2,227451,33133156,115258772,17960338875.2,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,APBS (Aadhaar based),Other credits,30310967,266331220408.83,71628,9027427537.9,30239339,257303792870.93,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer,46228651,131565305334.49,462980,1127337390.34,45765671,130437967944.15,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13194940,1761006663.83,357446,36476163.62,12837494,1724530500.21,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,NACH Credit - 306 format (Account based),Other credits,65472382,1482474955094.66,209524,10014138670.29,65262858,1472460816424.37,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,NACH Credit - 156 format (Account based),Other credits,,,,,,,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,January,1,Total Credit,Total Credit,386546108,2427749640578.09,1508318,29541677804.32,385037790,2398207962773.77,2026-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,APBS (Aadhaar based),Direct Benefit Transfer,82886711,368877808078.81,88668,3973835415.17,82798043,364903972663.64,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,APBS (Aadhaar based),Direct Benefit Transfer (LPG),94168739,14057492230.17,179552,21657656.76,93989187,14035834573.41,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,APBS (Aadhaar based),Other credits,34899840,127873209631.16,51599,3933823315.66,34848241,123939386315.5,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer,55872191,122038282358.89,702844,774725288.36,55169347,121263557070.53,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10739316,1338740943.58,288282,29135747.68,10451034,1309605195.9,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,NACH Credit - 306 format (Account based),Other credits,103626606,1526324319322.23,609057,3166712389.43,103017549,1523157606932.81,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,NACH Credit - 156 format (Account based),Other credits,,,,,,,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2025-26,2026,February,2,Total Credit,Total Credit,382193403,2160509852564.84,1920002,11899889813.06,380273401,2148609962751.79,2026-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
