fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2021-22,2022,January,1,Destination,SBIN,STATE BANK OF INDIA,426492,145466,34.11,126586,29.68,44101,10.34,101952,23.9,418105,98.03,8387,1.97,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,HDFC,HDFC BANK LTD,272715,178444,65.43,17351,6.36,7,0,74714,27.4,270516,99.19,2199,0.81,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,ICIC,ICICI BANK LTD,158614,77361,48.77,7204,4.54,41675,26.27,15713,9.91,141953,89.5,16661,10.5,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,IDIB,INDIAN BANK,141018,18543,13.15,24453,17.34,12631,8.96,25140,17.83,80767,57.27,60251,42.73,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,KKBK,KOTAK MAHINDRA BANK LTD,112540,56680,50.36,13244,11.77,6964,6.19,34929,31.04,111817,99.36,723,0.64,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,UTIB,AXIS BANK,103943,28959,27.86,46149,44.4,2325,2.24,24604,23.67,102037,98.17,1906,1.83,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,BARB,BANK OF BARODA,84128,6819,8.11,9816,11.67,10028,11.92,27966,33.24,54629,64.94,29499,35.06,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,UBIN,UNION BANK OF INDIA,79985,7789,9.74,39788,49.74,17949,22.44,11894,14.87,77420,96.79,2565,3.21,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,CNRB,CANARA BANK,79951,10863,13.59,19501,24.39,3667,4.59,36491,45.64,70522,88.21,9429,11.79,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,PUNB,PUNJAB NATIONAL BANK,67484,8666,12.84,38275,56.72,7826,11.6,9181,13.6,63948,94.76,3536,5.24,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,IBKL,IDBI BANK,61324,9871,16.1,2507,4.09,4505,7.35,43002,70.12,59885,97.65,1439,2.35,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,PYTM,PAYTM PAYMENTS BANK LTD,35240,21181,60.1,5828,16.54,5,0.01,7314,20.75,34328,97.41,912,2.59,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,BDBL,BANDHAN BANK LTD,30793,4496,14.6,8584,27.88,10459,33.97,7077,22.98,30616,99.43,177,0.57,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,KVBL,KARUR VYSA BANK,25202,3316,13.16,1919,7.61,,,19426,77.08,24661,97.85,541,2.15,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,FDRL,FEDERAL BANK,20392,2309,11.32,6345,31.12,3,0.01,6950,34.08,15607,76.53,4785,23.47,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,INDB,INDUSIND BANK,19440,5376,27.65,4294,22.09,2728,14.03,6992,35.97,19390,99.74,50,0.26,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,CIUB,CITY UNION BANK LTD,18432,6692,36.31,2563,13.91,,,8824,47.87,18079,98.08,353,1.92,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,YESB,YES BANK,16647,6759,40.6,2021,12.14,,,7571,45.48,16351,98.22,296,1.78,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,SCBL,STANDARD CHARTERED BANK,16236,9035,55.65,754,4.64,,,6185,38.09,15974,98.39,262,1.61,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,CITI,CITIBANK N A,15774,9872,62.58,1779,11.28,1522,9.65,2120,13.44,15293,96.95,481,3.05,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,IDFB,IDFC FIRST BANK LTD,15081,5994,39.75,448,2.97,377,2.5,7473,49.55,14292,94.77,789,5.23,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,IOBA,INDIAN OVERSEAS BANK,13601,1785,13.12,10422,76.63,3,0.02,873,6.42,13083,96.19,518,3.81,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,13396,2343,17.49,616,4.6,115,0.86,7523,56.16,10597,79.11,2799,20.89,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,UCBA,UCO BANK,11635,,,,,1,0.01,4091,35.16,4092,35.17,7543,64.83,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,MAHB,BANK OF MAHARASHTRA,10705,1303,12.17,606,5.66,10,0.09,5351,49.99,7270,67.91,3435,32.09,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,KARB,KARNATAKA BANK LTD,9777,812,8.31,96,0.98,4274,43.71,3071,31.41,8253,84.41,1524,15.59,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,RATN,RBL BANK LIMITED,5600,1200,21.43,312,5.57,,,2148,38.36,3660,65.36,1940,34.64,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,5528,1230,22.25,2541,45.97,282,5.1,1236,22.36,5289,95.68,239,4.32,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,5145,1965,38.19,1030,20.02,851,16.54,308,5.99,4154,80.74,991,19.26,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,DBSS,DBS BANK INDIA LTD,4693,2002,42.66,263,5.6,197,4.2,385,8.2,2847,60.66,1846,39.34,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,4161,407,9.78,1022,24.56,1401,33.67,684,16.44,3514,84.45,647,15.55,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,3230,290,8.98,666,20.62,60,1.86,1083,33.53,2099,64.98,1131,35.02,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,COSB,THE COSMOS CO-OPERATIVE BANK LTD,2237,263,11.76,102,4.56,1,0.04,1426,63.75,1792,80.11,445,19.89,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,PSIB,PUNJAB AND SIND BANK,1494,,,6,0.4,,,382,25.57,388,25.97,1106,74.03,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,JSFB,JANA SMALL FINANCE BANK LTD,987,114,11.55,227,23,467,47.32,129,13.07,937,94.93,50,5.07,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,DEUT,DEUTSCHE BANK AG,718,351,48.89,134,18.66,,,226,31.48,711,99.03,7,0.97,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,DLXB,DHANALAXMI BANK,674,85,12.61,61,9.05,15,2.23,512,75.96,673,99.85,1,0.15,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,CSBK,THE CATHOLIC SYRIAN BANK,478,77,16.11,81,16.95,3,0.63,149,31.17,310,64.85,168,35.15,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,470,5,1.06,3,0.64,250,53.19,197,41.91,455,96.81,15,3.19,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,AUBL,AU SMALL FINANCE BANK,342,40,11.7,261,76.32,,,24,7.02,325,95.03,17,4.97,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,308,3,0.97,2,0.65,181,58.77,113,36.69,299,97.08,9,2.92,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,VARA,THE VARACHHA CO OP BANK LTD,301,51,16.94,143,47.51,11,3.65,25,8.31,230,76.41,71,23.59,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,January,1,Destination,DCBL,DCB BANK LTD,63,9,14.29,14,22.22,,,35,55.56,58,92.06,5,7.94,2026-04-06,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,SBIN,STATE BANK OF INDIA,405245,124102,30.62,117963,29.11,915,0.23,141598,34.94,384578,94.9,20667,5.1,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,HDFC,HDFC BANK LTD,255615,164791,64.47,14136,5.53,971,0.38,63976,25.03,243874,95.41,11741,4.59,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,ICIC,ICICI BANK LTD,140501,69145,49.21,3944,2.81,36333,25.86,17808,12.67,127230,90.55,13271,9.45,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,IDIB,INDIAN BANK,121514,15368,12.65,23058,18.98,4920,4.05,24316,20.01,67662,55.68,53852,44.32,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,KKBK,KOTAK MAHINDRA BANK LTD,115592,51184,44.28,11213,9.7,4708,4.07,47001,40.66,114106,98.71,1486,1.29,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,UTIB,AXIS BANK,94209,25741,27.32,42437,45.05,268,0.28,24506,26.01,92952,98.67,1257,1.33,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,BARB,BANK OF BARODA,74749,7356,9.84,9169,12.27,3855,5.16,40395,54.04,60775,81.31,13974,18.69,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,UBIN,UNION BANK OF INDIA,74749,7498,10.03,30589,40.92,14561,19.48,17720,23.71,70368,94.14,4381,5.86,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,CNRB,CANARA BANK,70353,8802,12.51,16046,22.81,3753,5.33,37053,52.67,65654,93.32,4699,6.68,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,IBKL,IDBI BANK,65557,8844,13.49,549,0.84,41,0.06,22623,34.51,32057,48.9,33500,51.1,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,PUNB,PUNJAB NATIONAL BANK,56710,7794,13.74,29217,51.52,911,1.61,14625,25.79,52547,92.66,4163,7.34,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,PYTM,PAYTM PAYMENTS BANK LTD,33071,19821,59.93,5266,15.92,1,0,6784,20.51,31872,96.37,1199,3.63,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,BDBL,BANDHAN BANK LTD,27728,6031,21.75,11035,39.8,213,0.77,10017,36.13,27296,98.44,432,1.56,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,KVBL,KARUR VYSA BANK,27690,3627,13.1,1109,4.01,,,21949,79.27,26685,96.37,1005,3.63,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,IOBA,INDIAN OVERSEAS BANK,26898,2895,10.76,17306,64.34,157,0.58,2931,10.9,23289,86.58,3609,13.42,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,UCBA,UCO BANK,19377,,,,,,,8484,43.78,8484,43.78,10893,56.22,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,FDRL,FEDERAL BANK,20069,2295,11.44,6330,31.54,,,8171,40.71,16796,83.69,3273,16.31,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,INDB,INDUSIND BANK,17434,5869,33.66,3575,20.51,176,1.01,7369,42.27,16989,97.45,445,2.55,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,CIUB,CITY UNION BANK LTD,17095,6411,37.5,1953,11.42,,,8250,48.26,16614,97.19,481,2.81,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,CITI,CITIBANK N A,14378,9325,64.86,1537,10.69,1422,9.89,1957,13.61,14241,99.05,137,0.95,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,YESB,YES BANK,15540,6519,41.95,1510,9.72,,,7122,45.83,15151,97.5,389,2.5,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,SCBL,STANDARD CHARTERED BANK,14206,8288,58.34,527,3.71,,,5031,35.41,13846,97.47,360,2.53,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,IDFB,IDFC FIRST BANK LTD,14699,5677,38.62,130,0.88,382,2.6,7638,51.96,13827,94.07,872,5.93,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,10659,2145,20.12,307,2.88,102,0.96,3393,31.83,5947,55.79,4712,44.21,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,MAHB,BANK OF MAHARASHTRA,9645,1253,12.99,306,3.17,24,0.25,7468,77.43,9051,93.84,594,6.16,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,PSIB,PUNJAB AND SIND BANK,8642,,,,,,,2611,30.21,2611,30.21,6031,69.79,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,KARB,KARNATAKA BANK LTD,8920,788,8.83,17,0.19,5183,58.11,2151,24.11,8139,91.24,781,8.76,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,5059,1135,22.44,2563,50.66,25,0.49,1180,23.32,4903,96.92,156,3.08,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,DBSS,DBS BANK INDIA LTD,4229,1791,42.35,225,5.32,,,442,10.45,2458,58.12,1771,41.88,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,4272,1975,46.23,995,23.29,49,1.15,273,6.39,3292,77.06,980,22.94,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,RATN,RBL BANK LIMITED,4143,1384,33.41,176,4.25,,,1132,27.32,2692,64.98,1451,35.02,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,AUBL,AU SMALL FINANCE BANK,4392,203,4.62,3568,81.24,14,0.32,407,9.27,4192,95.45,200,4.55,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,3816,509,13.34,1384,36.27,1260,33.02,565,14.81,3718,97.43,98,2.57,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,3116,144,4.62,824,26.44,4,0.13,1027,32.96,1999,64.15,1117,35.85,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,COSB,THE COSMOS CO-OPERATIVE BANK LTD,2181,156,7.15,38,1.74,,,727,33.33,921,42.23,1260,57.77,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,JSFB,JANA SMALL FINANCE BANK LTD,750,144,19.2,271,36.13,2,0.27,199,26.53,616,82.13,134,17.87,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,DEUT,DEUTSCHE BANK AG,609,344,56.49,85,13.96,,,162,26.6,591,97.04,18,2.96,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,DLXB,DHANALAXMI BANK,693,62,8.95,43,6.2,6,0.87,485,69.99,596,86,97,14,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,CSBK,THE CATHOLIC SYRIAN BANK,527,66,12.52,45,8.54,,,198,37.57,309,58.63,218,41.37,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,562,31,5.52,2,0.36,392,69.75,91,16.19,516,91.81,46,8.19,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,VARA,THE VARACHHA CO OP BANK LTD,337,51,15.13,145,43.03,15,4.45,41,12.17,252,74.78,85,25.22,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,324,4,1.23,,,256,79.01,49,15.12,309,95.37,15,4.63,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,DCBL,DCB BANK LTD,258,31,12.02,62,24.03,4,1.55,122,47.29,219,84.88,39,15.12,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,February,2,Destination,JIOP,JIO PAYMENTS BANK LTD,10,,,3,30,,,1,10,4,40,6,60,2026-04-06,2022-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,SBIN,STATE BANK OF INDIA,416216,140869,33.85,121741,29.25,1,0,146202,35.13,408813,98.22,7403,1.78,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,HDFC,HDFC BANK LTD,297647,194239,65.26,15655,5.26,288,0.1,84200,28.29,294382,98.9,3265,1.1,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,ICIC,ICICI BANK LTD,157255,76829,48.86,7757,4.93,41276,26.25,18073,11.49,143935,91.53,13320,8.47,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,IDIB,INDIAN BANK,143971,22401,15.56,30648,21.29,160,0.11,30499,21.18,83708,58.14,60263,41.86,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,KKBK,KOTAK MAHINDRA BANK LTD,129533,65961,50.92,13544,10.46,1584,1.22,47202,36.44,128291,99.04,1242,0.96,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,UTIB,AXIS BANK,105384,27871,26.45,46532,44.15,97,0.09,29779,28.26,104279,98.95,1105,1.05,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,BARB,BANK OF BARODA,91127,8170,8.97,11209,12.3,3591,3.94,23665,25.97,46635,51.18,44492,48.82,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,UBIN,UNION BANK OF INDIA,85505,9155,10.71,29210,34.16,12477,14.59,29685,34.72,80527,94.18,4978,5.82,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,CNRB,CANARA BANK,79753,8965,11.24,16143,20.24,1147,1.44,36438,45.69,62693,78.61,17060,21.39,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,IBKL,IDBI BANK,77280,11311,14.64,781,1.01,16,0.02,51959,67.23,64067,82.9,13213,17.1,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,PUNB,PUNJAB NATIONAL BANK,62677,8303,13.25,32459,51.79,474,0.76,18263,29.14,59499,94.93,3178,5.07,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,PYTM,PAYTM PAYMENTS BANK LTD,47885,32119,67.08,7143,14.92,,,7851,16.4,47113,98.39,772,1.61,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,IOBA,INDIAN OVERSEAS BANK,39251,4462,11.37,29804,75.93,116,0.3,3298,8.4,37680,96,1571,4,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,BDBL,BANDHAN BANK LTD,32914,7159,21.75,13340,40.53,58,0.18,11979,36.39,32536,98.85,378,1.15,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,KVBL,KARUR VYSA BANK,32429,3910,12.06,1234,3.81,,,26507,81.74,31651,97.6,778,2.4,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,FDRL,FEDERAL BANK,24345,2769,11.37,7692,31.6,,,10804,44.38,21265,87.35,3080,12.65,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2021-22,2022,March,3,Destination,CIUB,CITY UNION BANK LTD,20165,7571,37.55,2178,10.8,,,10039,49.78,19788,98.13,377,1.87,2026-04-06,2022-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
