fiscal_year,year,month,month_numeric,imps_remitter_bank,volume_lakhs,value_cr,updated_on,released_on,data_source,data_url
2022-23,2022,December,12,Federal Bank,12.66,4843.08,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,HDFC Bank,10.95,4363.04,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,ICICI Bank,3.21,1010.62,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,RBL Bank Limited,3.02,1601.42,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,The South Indian Bank,2.42,517.03,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,Punjab national Bank,1.33,1014.31,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,Axis Bank,0.67,369.91,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,IndusInd Bank,0.31,187.75,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,Kotak Mahindra Bank,0.12,57.15,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,Canara Bank,0.07,14.73,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,State Bank of India,0.01,4.18,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Yes Bank Ltd,15.64,7367.08,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,HDFC Bank,15,5758.47,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Federal Bank,13.15,5378.12,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,ICICI Bank,3.16,1041.05,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,RBL Bank Limited,3.05,1559.91,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,The South Indian Bank,2.55,556.75,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Punjab National Bank,1,729.94,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Axis Bank,0.79,511.1,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Kotak Mahindra Bank,0.21,91.71,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,IndusInd Bank,0.19,112.34,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,State Bank of India,0.14,79.58,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,December,12,Canara Bank,0.02,4.53,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Federal Bank,10.94,4252.03,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Yes Bank Ltd,9.63,4605.25,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,HDFC Bank,8.31,3136.13,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,RBL Bank Limited,2.96,1449.14,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,ICICI Bank,2.57,791.56,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,The South Indian Bank,2.17,464.59,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Punjab national Bank,1.22,920.52,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Axis Bank,0.45,284.46,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,IndusInd Bank,0.29,195.98,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Kotak Mahindra Bank,0.1,45.12,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,State Bank of India,0.03,13.88,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,February,2,Canara Bank,0.03,6.54,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Yes Bank,15.18,6634.69,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,HDFC Bank,13.17,4710.64,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Federal Bank,12.52,5616.64,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,ICICI Bank,3.13,1012.66,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,RBL Bank,2.59,1290.82,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,The South Indian Bank,2.38,524.6,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Punjab National Bank,0.91,660.49,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Axis Bank,0.77,469.44,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Kotak Mahindra Bank,0.21,82.98,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,IndusInd Bank,0.16,91.24,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,State Bank of India,0.08,37.49,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Emirates NBD Bank,0.03,0.61,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,Canara Bank,0.01,2.63,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,February,2,CITI Bank,0,1.92,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Yes Bank Ltd,12.1,5321.21,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Federal Bank,11.76,4208.7,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,HDFC Bank,8.77,3488.37,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,RBL Bank Limited,3.08,1473.64,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,ICICI Bank,2.84,851.71,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,The South Indian Bank,2.25,470.52,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Punjab national Bank,1.3,970.2,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Axis Bank,0.47,291.71,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,IndusInd Bank,0.28,166.55,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Kotak Mahindra Bank,0.1,45.45,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,Canara Bank,0.06,12.38,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,January,1,State Bank of India,0.03,8.26,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Yes Bank,14.36,6389.68,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,HDFC Bank,13.65,4890.4,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Federal Bank,12.43,5289.58,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,ICICI Bank,3.28,1063.35,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,RBL Bank,2.75,1384.4,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,The South Indian Bank,2.49,555.75,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Punjab National Bank,0.92,662.15,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Axis Bank,0.8,478.99,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Kotak Mahindra Bank,0.21,83.31,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,IndusInd Bank,0.17,98.58,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,State Bank of India,0.13,72,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,January,1,Canara Bank,0.01,2.6,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Federal Bank,12.89,5038,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Yes Bank Ltd,10.76,5141.14,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,HDFC Bank,9.21,3435.04,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,RBL Bank Limited,4.1,1873.1,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,ICICI Bank,4.09,1372.87,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,The South Indian Bank,2.39,514.06,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Axis Bank,1.5,602.47,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Punjab national Bank,1.28,974.35,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,IndusInd Bank,0.22,110.81,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Kotak Mahindra Bank,0.14,61.99,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,State Bank of India,0.12,67.56,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,July,7,Canara Bank,0.04,7.2,2026-04-03,2023-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Federal Bank,12.6,4881.66,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Yes Bank Ltd,10.9,4787.87,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,HDFC Bank,8.23,3141.86,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,ICICI Bank,4.6,1617.5,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,RBL Bank Limited,3.85,1772.92,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,The South Indian Bank,2.41,526.56,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Punjab national Bank,1.18,938.02,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Axis Bank,0.57,300.34,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,IndusInd Bank,0.21,119.55,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Kotak Mahindra Bank,0.14,57.99,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,Canara Bank,0.07,15.34,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,June,6,State Bank of India,0.03,9.97,2026-04-03,2023-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,Federal Bank,13.17,4878.24,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,Yes Bank Ltd,11.31,5220.35,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,HDFC Bank,8.75,3415.21,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,RBL Bank Limited,4.15,1878.39,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,ICICI Bank,2.93,890.72,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,The South Indian Bank,2.41,537.57,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,Punjab national Bank,1.35,1046.92,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,Axis Bank,0.68,362.82,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,IndusInd Bank,0.25,127.98,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,Kotak Mahindra Bank,0.13,55.25,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2023,March,3,State Bank of India,0.01,3.49,2026-04-03,2023-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Yes Bank,17.36,7971.88,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,HDFC Bank,16.52,6078.61,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Federal Bank,13.76,6478.47,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,RBL Bank,3.16,1633.38,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,ICICI Bank,2.92,980.45,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,The South Indian Bank,2.66,529.4,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Punjab National Bank,1.02,757.9,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Axis Bank,0.84,525.21,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Kotak Mahindra Bank,0.23,98.15,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,IndusInd Bank,0.16,112.86,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Emirates NBD Bank,0.08,1.89,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,State Bank Of India,0.05,19.31,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Canara Bank,0.01,3.03,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,Citi Bank,0,2.27,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Federal Bank,12.6,4881.66,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Yes Bank Ltd,10.9,4787.87,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,HDFC Bank,8.23,3141.86,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,ICICI Bank,4.6,1617.5,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,RBL Bank Limited,3.85,1772.92,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,The South Indian Bank,2.41,526.56,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Punjab national Bank,1.18,938.02,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Axis Bank,0.57,300.34,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,IndusInd Bank,0.21,119.55,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Kotak Mahindra Bank,0.14,57.99,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Canara Bank,0.07,15.34,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,State Bank of India,0.03,9.97,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Yes Bank Ltd,13.63,6022.06,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Federal Bank,10.22,3907.06,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,HDFC Bank,9.76,3831.07,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,ICICI Bank,2.96,882.65,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,RBL Bank Limited,2.86,1463.44,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,The South Indian Bank,2.17,453.43,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Punjab national Bank,1.25,938.86,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Axis Bank,0.61,315.25,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,IndusInd Bank,0.26,132.15,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Kotak Mahindra Bank,0.13,58.37,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,Canara Bank,0.06,11.87,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,November,11,State Bank of India,0.01,2.78,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,Yes Bank Ltd,14.01,6625.87,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,HDFC Bank,13.89,5212.94,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,Federal Bank,12.59,5057.08,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,ICICI Bank,3.71,1201.63,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,RBL Bank Limited,3.1,1539.47,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,The South Indian Bank,2.37,520.44,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,Punjab National Bank,0.76,547.45,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,Axis Bank,0.71,397.76,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,Kotak Mahindra Bank,0.23,93.69,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,IndusInd Bank,0.16,93.03,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,HSBC Bank,0.14,75.05,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,November,11,State Bank of India,0.13,76.64,2026-04-03,2023-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Yes Bank Ltd,12.75,5584.84,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,HDFC Bank,10.15,3961.07,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Federal Bank,3.15,1256.36,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,ICICI Bank,2.9,863.45,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,RBL Bank Limited,2.85,1428.4,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,October,10,Axis Bank,0.65,341.44,2026-04-03,2022-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
