fiscal_year,year,month,month_numeric,imps_remitter_bank,volume_lakhs,value_cr,updated_on,released_on,data_source,data_url
2025-26,2026,January,1,KOTAK MAHINDRA BANK,0.28,160.21,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2026,January,1,INDUSIND BANK,0.28,214.99,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2026,January,1,STATE BANK OF INDIA,0.22,121.96,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2026,January,1,IDFC BANK,0.09,67.56,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2026,January,1,CITIBANK,0.04,19.34,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2026,January,1,STANDARD CHARTERED BANK,0.020,17.68,2026-04-03,2026-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,HDFC BANK,34.80,13356.72,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,FEDERAL BANK,22.14,9756.09,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,YES BANK LTD,9.13,4612.36,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,RBL BANK LIMITED,4.05,2269.24,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,ICICI BANK,2.33,851.11,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,EMIRATES NBD BANK,1.49,686.16,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,CANARA BANK,0.80,420.35,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,PUNJAB NATIONAL BANK,0.53,409.36,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,AXIS BANK,0.44,298.67,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,THE SOUTH INDIAN BANK,0.31,128.11,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,STATE BANK OF INDIA,0.27,133.91,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,KOTAK MAHINDRA BANK,0.26,143.45,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,INDUSIND BANK,0.13,125.30,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,IDFC BANK,0.09,59.11,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,CITIBANK,0.02,14.05,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,November,11,STANDARD CHARTERED BANK,0.005,4.11,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,HDFC BANK,35.29,13070.11,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,FEDERAL BANK,22.24,9409.73,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,YES BANK LTD,10.18,4882.22,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,RBL BANK LIMITED,5.06,2864.10,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,ICICI BANK,2.88,968.96,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,EMIRATES NBD BANK,1.53,688.20,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,CANARA BANK,0.84,414.23,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,PUNJAB NATIONAL BANK,0.58,440.08,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,AXIS BANK,0.48,320.91,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,STATE BANK OF INDIA,0.40,166.77,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,THE SOUTH INDIAN BANK,0.39,165.37,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,KOTAK MAHINDRA BANK,0.28,154.53,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,INDUSIND BANK,0.13,125.64,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,IDFC BANK,0.07,54.27,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,October,10,CITIBANK,0.02,14.96,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,HDFC BANK,34.01,13086.09,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,FEDERAL BANK,16.72,8059.85,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,YES BANK LTD,11.83,5963.42,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,RBL BANK LIMITED,8.17,3391.42,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,ICICI BANK,2.83,963.15,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,EMIRATES NBD BANK,1.46,664.30,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,CANARA BANK,0.83,437.97,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,PUNJAB NATIONAL BANK,0.56,432.22,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,AXIS BANK,0.46,312.40,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,STATE BANK OF INDIA,0.34,151.30,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,KOTAK MAHINDRA BANK,0.26,159.15,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,THE SOUTH INDIAN BANK,0.26,102.54,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,INDUSIND BANK,0.14,129.53,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,IDFC BANK,0.06,45.26,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,September,9,CITIBANK,0.02,11.85,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,HDFC BANK,20.8,8281.62,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,FEDERAL BANK,16.55,7533.07,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,YES BANK LTD,14.14,6734.51,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,RBL BANK LIMITED,3.79,1978.87,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,ICICI BANK,3.19,1137.41,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,EMIRATES NBD BANK,1.49,684.29,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,THE SOUTH INDIAN BANK,0.87,349.24,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,CANARA BANK,0.74,358.02,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,PUNJAB NATIONAL BANK,0.63,482.69,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,AXIS BANK,0.47,320.43,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,INDUSIND BANK,0.25,178.41,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,KOTAK MAHINDRA BANK,0.24,131.7,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,STATE BANK OF INDIA,0.09,30.96,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,CITIBANK,0.01,7.38,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,HDFC Bank,15.68,5769.22,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Yes Bank,15.49,7003.37,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Federal Bank,14.76,6520.25,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,RBL Bank Limited,2.92,1500.9,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,ICICI Bank,2.54,793.33,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,The South Indian Bank,2.22,436.69,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Punjab National Bank,0.92,646.2,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Axis Bank,0.78,463.62,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Kotak Mahindra Bank,0.22,88.05,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,IndusInd Bank,0.15,105.51,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Emirates NBD Bank,0.1,2.43,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,State Bank of India,0.03,10.53,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Canara Bank,0.03,10.83,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,April,4,Citibank,0,2.02,2026-04-03,2024-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Yes Bank Ltd,18.58,9050.38,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,HDFC Bank,14.67,6184.59,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Federal Bank,13.83,6664.42,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,RBL Bank Limited,2.89,1531.68,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,ICICI Bank,2.84,964.94,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Emirates NBD Bank,1.29,622.02,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Punjab National Bank,0.97,697.8,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Axis Bank,0.83,489.78,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Canara Bank,0.58,311.4,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,The South Indian Bank,0.25,111.75,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Kotak Mahindra Bank,0.24,99.18,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Indusind Bank,0.12,83.99,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,State Bank Of India,0.06,22.9,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,July,7,Citibank,0.01,3.98,2026-04-03,2024-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Yes Bank,17.11,7726.8,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Federal Bank,13.64,6358.8,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,HDFC Bank,12.93,5307.23,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,RBL Bank,2.94,1570.75,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,ICICI Bank,2.81,932.11,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Emirates NBD Bank,1.28,620.05,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Punjab National Bank,0.94,672.64,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Axis Bank,0.78,475.35,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,The South Indian Bank,0.23,102.45,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Kotak Mahindra Bank,0.21,90.06,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Canara Bank,0.2,60.25,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,IndusInd Bank,0.13,88.06,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,State Bank Of India,0.05,15.35,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,Citibank,0,2.44,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,June,6,HSBC Bank,0,0,2026-04-03,2024-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Yes Bank,17.96,8394.29,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,HDFC Bank,14.17,5891.02,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Federal Bank,13.73,6513.82,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,RBL Bank Limited,3.01,1593.29,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,ICICI Bank,2.91,936.82,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Emirates NBD Bank,0.95,378.04,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Punjab National Bank,0.95,672.7,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Axis Bank,0.81,476.75,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Canara Bank,0.31,155.61,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Kotak Mahindra Bank,0.24,101.27,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,The South Indian Bank,0.24,94.92,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,IndusInd Bank,0.14,92.67,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,State Bank of India,0.05,15.32,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Citibank,0.01,3.05,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Federal Bank,14.36,4922.49,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Yes Bank Ltd,12.26,4641.98,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,HDFC Bank,8.85,3295.79,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,RBL Bank Limited,4.04,1790.62,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,ICICI Bank,3.58,1132.67,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,The South Indian Bank,2.46,491.03,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Punjab national Bank,1.31,982.4,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Axis Bank,0.66,343.56,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,IndusInd Bank,0.23,117.37,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Kotak Mahindra Bank,0.14,55.93,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,Canara Bank,0.07,15.11,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,April,4,State Bank of India,0.01,4.31,2026-04-03,2023-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Federal Bank,13.62,5194.46,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Yes Bank Ltd,11.3,5085.3,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,HDFC Bank,10.41,3625.8,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,RBL Bank Limited,4.12,1853.03,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,ICICI Bank,3.63,1198.61,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,The South Indian Bank,2.51,546.75,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Punjab national Bank,0.75,543.75,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Axis Bank,0.51,227.43,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Indusind Bank,0.21,126.94,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Kotak Mahindra Bank,0.15,59.23,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,State Bank of India,0.13,67.24,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,August,8,Canara Bank,0.03,5.48,2026-04-03,2023-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,YES BANK LTD,19.28,9433.16,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,HDFC BANK,16.76,7081.94,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,FEDERAL BANK,14.3,6731.83,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,RBL BANK LIMITED,3.16,1739.95,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,ICICI BANK,3,1045.97,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,EMIRATES NBD BANK,1.31,619.4,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,PUNJAB NATIONAL BANK,0.98,657.5,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,AXIS BANK,0.81,461.24,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,CANARA BANK,0.55,330.01,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,INDUSIND BANK,0.26,141.29,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,THE SOUTH INDIAN BANK,0.25,134.3,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,KOTAK MAHINDRA BANK,0.23,103.24,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,STATE BANK OF INDIA,0.12,40.56,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,August,8,CITIBANK,0.01,6.49,2026-04-03,2024-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,December,12,Yes Bank Ltd,14.72,6683.53,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
