fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2023-24,2023,December,12,31,2023-12-31,2.46,617.48,2026-04-03,2024-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,1,2024-01-01,2.73,729.04,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,2,2024-01-02,3.25,945.70,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,3,2024-01-03,3.01,854.25,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,4,2024-01-04,2.99,842.53,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,5,2024-01-05,2.76,773.99,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,6,2024-01-06,2.74,778.54,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,7,2024-01-07,2.47,676.98,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,8,2024-01-08,3.07,870.35,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,9,2024-01-09,3.02,836.31,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,10,2024-01-10,3.07,825.60,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,11,2024-01-11,3.92,945.85,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,12,2024-01-12,3.72,931.27,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,13,2024-01-13,3.49,880.10,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,14,2024-01-14,2.65,642.59,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,15,2024-01-15,2.64,680.65,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,16,2024-01-16,2.71,718.49,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,17,2024-01-17,2.81,743.02,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,18,2024-01-18,2.60,670.77,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,19,2024-01-19,2.66,692.59,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,20,2024-01-20,2.62,685.89,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,21,2024-01-21,1.94,471.43,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,22,2024-01-22,2.15,545.95,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,23,2024-01-23,2.61,691.35,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,24,2024-01-24,2.48,654.39,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,25,2024-01-25,2.56,686.01,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,26,2024-01-26,2.08,547.38,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,27,2024-01-27,2.29,620.97,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,28,2024-01-28,1.86,458.84,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,29,2024-01-29,2.49,680.53,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,30,2024-01-30,2.32,642.37,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,January,1,31,2024-01-31,2.26,627.15,2026-04-03,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,1,2024-02-01,2.83,834.75,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,2,2024-02-02,2.87,823.16,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,3,2024-02-03,2.69,761.14,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,4,2024-02-04,2.21,584.87,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,5,2024-02-05,2.94,822.58,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,6,2024-02-06,2.81,762.94,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,7,2024-02-07,2.89,796.64,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,8,2024-02-08,2.78,777.21,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,9,2024-02-09,2.69,753.13,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,10,2024-02-10,2.92,809.03,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,11,2024-02-11,2.83,685.32,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,12,2024-02-12,3.54,906.41,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,13,2024-02-13,3.16,813.61,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,14,2024-02-14,2.85,734.01,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,15,2024-02-15,3.09,783.72,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,16,2024-02-16,2.94,741.50,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,17,2024-02-17,2.83,723.88,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,18,2024-02-18,2.27,563.05,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,19,2024-02-19,2.76,717.29,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,20,2024-02-20,2.75,723.75,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,21,2024-02-21,2.68,693.00,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,22,2024-02-22,2.54,647.81,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,23,2024-02-23,2.58,659.70,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,24,2024-02-24,2.36,610.35,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,25,2024-02-25,2.10,514.34,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,26,2024-02-26,2.50,666.49,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,27,2024-02-27,2.39,643.17,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,28,2024-02-28,2.58,694.06,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,February,2,29,2024-02-29,4.84,1296.35,2026-04-03,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,1,2024-03-01,5.23,1470.78,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,2,2024-03-02,4.69,1277.90,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,3,2024-03-03,3.65,932.68,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,4,2024-03-04,4.58,1250.03,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,5,2024-03-05,3.78,977.64,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,6,2024-03-06,3.64,934.83,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,7,2024-03-07,3.89,991.54,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,8,2024-03-08,3.43,864.86,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,9,2024-03-09,3.44,901.70,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,10,2024-03-10,3.00,735.82,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,11,2024-03-11,3.68,935.40,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,12,2024-03-12,3.71,934.75,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,13,2024-03-13,3.50,885.74,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,14,2024-03-14,3.53,899.13,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,15,2024-03-15,3.63,906.44,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,16,2024-03-16,3.41,842.12,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,17,2024-03-17,2.96,726.90,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,18,2024-03-18,3.67,940.51,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,19,2024-03-19,3.25,841.24,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,20,2024-03-20,2.85,740.04,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,21,2024-03-21,3.46,894.30,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,22,2024-03-22,3.46,892.40,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,23,2024-03-23,3.56,914.71,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,24,2024-03-24,2.97,680.51,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,25,2024-03-25,1.53,361.40,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,26,2024-03-26,2.83,734.24,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,27,2024-03-27,3.28,850.61,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,28,2024-03-28,3.08,805.95,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2023-24,2024,March,3,29,2024-03-29,2.96,787.91,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
