fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2025-26,2025,June,6,State Bank of India,98.29,97.8,1.8,0.24,0.17,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,HDFC Bank,33.46,97.51,2.38,0.1,0.01,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Bank of Baroda,27,96.65,3.07,0.1,0.18,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Punjab National Bank,26.26,97.05,2.9,0.03,0.02,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Union Bank of India,23.45,97.54,2.24,0.17,0.05,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Kotak Mahindra Bank,21.86,97.48,2.34,0.16,0.01,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Airtel Payments Bank,19.16,93.7,5.88,0.28,0.14,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Canara Bank,18.75,97.9,1.95,0.08,0.07,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,ICICI Bank,16.62,96.31,3.67,0.02,0,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Axis Bank,14.37,96.48,3.44,0.04,0.05,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Bank of India,13.55,95.92,2.95,0.92,0.21,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Indian Bank,12.97,97.62,2.26,0.06,0.05,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Central Bank of India,12.33,96.9,1.65,1.12,0.33,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,India Post Payments Bank Limited,10.19,94.66,5.01,0.2,0.13,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Indusind Bank,7.84,95.42,2.83,1.32,0.43,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Federal Bank,7.32,94.04,5.86,0.06,0.05,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Indian Overseas Bank,6.43,96.24,3.08,0.48,0.21,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,IDBI Bank,5.27,95.58,4.12,0.23,0.06,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Fino Payments Bank,5.14,79.62,19.69,0.61,0.09,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Karnataka Bank,4.93,96,1.81,1.49,0.69,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Bandhan Bank Limited,4.84,97.21,2.01,0.51,0.26,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Bank of Maharashtra,4.83,91.25,8.65,0.06,0.03,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Jammu And Kashmir Bank,4.43,97.74,1.89,0.29,0.09,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Uco Bank,4.14,96.32,3.2,0.36,0.11,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,IDFC Bank,3.69,96.14,2.74,1.08,0.04,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Karur Vysya Bank,3.35,96.11,2.79,0.89,0.2,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Yes Bank Ltd,3.33,89.72,10.12,0.13,0.04,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,The South Indian Bank,2.51,96.98,2.99,0.02,0.01,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,AU Small Finance Bank,2.43,96.55,3.19,0.12,0.13,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Jio Payments Bank Ltd,2.4,92.79,5.46,1.66,0.1,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Punjab and Sind Bank,2.25,92.1,2.59,4.54,0.76,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Tamilnaad Mercantile Bank,2.04,97.62,2.03,0.21,0.13,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,City Union Bank,1.82,95.75,2.29,1.68,0.27,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Baroda Uttar Pradesh Gramin Bank,1.81,95.81,3.72,0.44,0.04,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Maharashtra Gramin Bank,1.43,93.61,1.44,3.39,1.57,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Ujjivan Small Finance Bank Limited,1.34,95.37,4.38,0.18,0.07,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Equitas Small Finance Bank,1.2,92.34,7.42,0.16,0.08,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Rajasthan Marudhara Gramin Bank,1.13,93.05,3.56,1.91,1.48,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Development Bank of Singapore,1.14,91.75,7.05,1.11,0.09,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Madhya Bihar Gramin Bank,1.08,93.5,2.55,3.41,0.54,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,NSDL Payments Bank Limited,1.02,85.64,14.09,0.23,0.04,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Saraswat Co-Operative Bank,1.02,97.46,2.38,0.09,0.07,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Kerala Gramin Bank,0.95,93.6,2.6,2.62,1.18,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Karnataka Gramin Bank,0.95,96.36,2.22,0.49,0.94,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,RBL Bank Limited,0.92,95.62,4.03,0.21,0.14,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Sarva Haryana Gramin Bank,0.81,92.89,3.97,2.66,0.49,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Prathama U.P Gramin Bank,0.77,89.91,5.99,3.54,0.56,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Esaf Small Finance Bank,0.71,97.59,2.15,0.15,0.1,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,Development Credit Bank,0.66,95.39,4.48,0.09,0.04,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,June,6,North East Small Finance Bank Limited,0.61,86.06,12.61,0.79,0.54,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,State Bank of India,101.23,97.56,1.8,0.48,0.15,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,HDFC Bank,35.03,97.39,2.44,0.15,0.02,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,BANK OF BARODA,27.96,97.38,2.28,0.18,0.16,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Punjab national Bank,26.37,96.5,2.74,0.56,0.19,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Union Bank of India,24.65,97.45,2.36,0.11,0.07,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Kotak Mahindra Bank,22.69,97.8,2.13,0.05,0.02,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Canara Bank,19.11,97.72,2.04,0.15,0.09,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,ICICI Bank,18.41,95.66,4.02,0.27,0.06,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Airtel Payments Bank,16.55,91.98,7.76,0.15,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Axis Bank,15.95,96.65,3.04,0.29,0.03,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Bank Of India,14.18,96.83,3.02,0.07,0.08,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Indian Bank,13.54,98,1.89,0.07,0.04,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Central Bank of India,12.9,97.43,1.86,0.41,0.3,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,India Post Payments Bank Limited,9.68,92.96,5.56,1.04,0.45,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Indusind Bank,8.19,97.14,2.72,0.07,0.08,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Federal Bank,7.94,94.33,5.36,0.21,0.1,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Indian Overseas Bank,6.43,96.01,3.18,0.49,0.32,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,IDBI Bank,5.47,95.57,4.3,0.04,0.09,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Bandhan Bank limited,5.1,95.65,4.14,0.08,0.14,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Karnataka Bank,5.21,97.49,1.78,0.4,0.33,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Bank of Maharashtra,5.09,93.84,5.12,0.68,0.36,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Fino Payments Bank,5.07,81.26,18.26,0.27,0.21,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Jammu and Kashmir Bank,3.92,96.88,2.05,0.73,0.34,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,UCO Bank,3.86,96.52,3.3,0.11,0.08,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,IDFC BANK,3.84,96.13,2.94,0.83,0.1,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Yes Bank Ltd,3.63,88.42,11.53,0.01,0.04,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Karur Vysya Bank,3.51,95.86,2.56,1.36,0.23,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,The South Indian Bank,2.64,97.29,2.67,0.03,0.01,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,AU Small Finance Bank,2.55,95.97,3.7,0.11,0.23,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Punjab and Sind Bank,2.42,94.99,4.02,0.68,0.31,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Jio Payments Bank Ltd - IMPS,2.33,89.8,6.57,3.26,0.37,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Baroda Uttar Pradesh Gramin Bank,2.18,95.41,3.67,0.74,0.18,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Tamilnaad Mercantile Bank,2.09,97.26,2.15,0.35,0.24,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,City Union Bank,1.91,94.23,4.26,1.26,0.25,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Maharashtra Gramin Bank,1.75,93.98,1.9,2.6,1.52,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Equitas Small Finance Bank,1.51,92.9,6.24,0.76,0.1,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Ujjivan Small Finance Bank Limited,1.4,94.51,5.29,0.09,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Development Bank of Singapore,1.27,88.87,10.87,0.15,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Rajasthan Marudhara Gramin Bank,1.18,92.18,5.42,0.6,1.8,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Saraswat Co-operative Bank,1.1,97.1,1.88,0.91,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,RBL Bank Limited,1.06,94.82,4.87,0.2,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Karnataka Gramin Bank,1.04,92.44,2.43,4.89,0.24,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Madhya Bihar Gramin Bank,1.04,95.71,3.37,0.35,0.57,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,NSDL PAYMENTS BANK LIMITED,1.02,74.87,23.74,1.25,0.14,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Kerala Gramin Bank -IMPS,0.98,95.51,3.14,0.69,0.66,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Prathama U.P Gramin Bank,0.84,92.31,7.03,0.34,0.32,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Sarva Haryana Gramin Bank,0.75,94.59,4.61,0.27,0.53,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,ESAF Small Finance Bank,0.72,96.03,2.25,1.47,0.25,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Standard Chartered Bank,0.7,94.37,5.14,0.38,0.11,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2025,March,3,Development Credit Bank,0.68,95.3,4.18,0.32,0.21,2026-04-03,2025-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,State Bank of India,96.79,96.05,2.7,1.09,0.16,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,HDFC Bank,34.18,97.63,2.22,0.13,0.02,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,BANK OF BARODA,26.84,97.45,2.41,0.09,0.06,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Punjab national Bank,25.04,96.14,2.78,0.88,0.2,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Union Bank of India,23.68,97.16,2.44,0.37,0.03,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Kotak Mahindra Bank,22.08,98.02,1.87,0.05,0.06,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Canara Bank,18.46,96.94,2.16,0.7,0.21,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,ICICI Bank,17.97,95.74,3.9,0.28,0.08,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Airtel Payments Bank,15.2,94.7,4.22,1.02,0.06,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Axis Bank,14.89,95.49,4.49,0,0.02,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Bank Of India,13.62,96.3,3.5,0.08,0.11,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Indian Bank,13,97.46,1.91,0.51,0.12,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Central Bank of India,12.28,97.44,1.98,0.34,0.23,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Indusind Bank,8.26,95.93,2.83,1.2,0.04,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,India Post Payments Bank Limited,8.2,93.35,5.89,0.32,0.44,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Federal Bank,7.97,92.36,5.25,2.15,0.23,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Indian Overseas Bank,6.05,95.54,3.24,0.28,0.95,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,IDBI Bank,5.47,90.59,9.12,0.14,0.15,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Karnataka Bank,5.21,97.98,1.69,0.14,0.19,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Bandhan Bank limited,4.97,95.25,2.59,1.73,0.44,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Bank of Maharashtra,4.86,96.16,3.77,0.04,0.03,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Fino Payments Bank,4.67,84.9,14.43,0.35,0.32,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Jammu and Kashmir Bank,3.87,97.19,2.31,0.32,0.18,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,IDFC BANK,3.82,90.83,2.92,6.17,0.09,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Yes Bank Ltd,3.56,90.66,9.14,0.04,0.15,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,UCO Bank,3.58,96.27,3.23,0.003,0.5,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Karur Vysya Bank,3.46,97.02,2.73,0.05,0.19,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,The South Indian Bank,2.63,97.57,2.37,0.02,0.04,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,AU Small Finance Bank,2.35,95.98,3.91,0.06,0.05,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Equitas Small Finance Bank,2.24,91.98,6.83,0.61,0.58,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Punjab and Sind Bank,2.12,95.51,4.13,0.15,0.21,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Tamilnaad Mercantile Bank,2.04,97.47,2.26,0.16,0.11,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Baroda Uttar Pradesh Gramin Bank,1.99,94.01,4.1,1.47,0.42,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,City Union Bank,1.88,95.05,3.13,1.64,0.17,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Jio Payments Bank Ltd - IMPS,1.63,92.43,7.13,0.32,0.12,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Maharashtra Gramin Bank,1.62,93.26,0.81,3.78,2.15,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Ujjivan Small Finance Bank Limited,1.4,94.46,5.34,0.14,0.06,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Development Bank of Singapore,1.38,81.89,18.02,0.01,0.08,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Rajasthan Marudhara Gramin Bank,1.13,94.78,1.91,1.27,2.05,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Saraswat Co-operative Bank,1.11,98.04,1.86,0.01,0.09,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
