fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2023-24,2024,March,3,Standard Chartered Bank,0.75,96.66,3.08,0.05,0.22,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2024,March,3,ESAF Small Finance Bank,0.72,98.11,1.58,0.19,0.12,2026-04-03,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,State Bank of India,108.76,96.2,2.44,0.9,0.46,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,HDFC Bank,44.81,96.53,2.96,0.5,0.01,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,BANK OF BARODA,34.52,96.02,3.41,0.26,0.31,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Union Bank of India,29.66,97.23,2.19,0.48,0.09,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Punjab national Bank,27.04,94.41,3.18,2.1,0.32,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Canara Bank,23.87,93.71,2.8,3.27,0.22,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,ICICI Bank,22.97,95.31,4.12,0.48,0.09,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Kotak Mahindra Bank,19.98,94.33,4.49,1.01,0.17,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Bank Of India,19.07,96.5,2.95,0.26,0.28,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Paytm Payments Bank,18.45,87.99,11.67,0.31,0.03,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Axis Bank,16.85,97.27,2.48,0.17,0.08,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Indian Bank,15.31,96.2,2.98,0.4,0.42,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Central Bank of India,13.35,95.62,3.32,0.6,0.46,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,IDBI Bank,8.82,91.51,3.58,4.88,0.03,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Federal Bank,7.89,96.76,1.08,2,0.17,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Bank of Maharashtra,7.52,93.24,3.74,2.78,0.24,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Indian Overseas Bank,6.92,95.65,2.83,1.22,0.3,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,UCO Bank,6.39,94.62,1.78,2.57,1.03,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Indusind Bank,5.77,96.19,3.14,0.58,0.09,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Karnataka Bank,4.33,95.96,1.99,1.59,0.47,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Airtel Payments Bank,4.11,92.78,4.73,2.32,0.17,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,IDFC BANK,3.78,94.31,4.38,1.15,0.16,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Yes Bank Ltd,3.71,94.89,3.98,0.99,0.15,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Karur Vysya Bank,3.62,96.48,3.15,0.34,0.03,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,India Post Payments Bank Limited,3.14,94.03,5.64,0.22,0.11,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Bandhan Bank limited,2.85,95.74,3.69,0.44,0.12,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Baroda Uttar Pradesh Gramin Bank,2.28,93.81,3.38,2.3,0.51,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,The South Indian Bank,2.24,95.74,2.84,1.33,0.09,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Equitas Small Finance Bank,2.04,95.44,3.95,0.41,0.2,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Citibank,2,97.38,2.18,0.42,0.02,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,City Union Bank,1.87,95.05,2.09,2.64,0.23,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Tamilnaad Mercantile Bank,1.86,96.74,2.41,0.48,0.38,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Fino Payments Bank,1.54,92.11,5.33,2.22,0.34,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Punjab and Sind Bank,1.47,96.55,2.6,0.28,0.58,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Jammu and Kashmir Bank,1.37,90.52,4.34,4.58,0.56,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Saraswat Co-operative Bank,1.35,94.32,1.91,2.79,0.98,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,AU Small Finance Bank,1.25,95.33,4.07,0.38,0.22,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,RBL Bank Limited,1.15,87.96,7.22,4.03,0.79,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Maharashtra Gramin Bank,1.14,88.63,0.9,10.28,0.19,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Development Bank of Singapore,1.12,86.24,12.82,0.67,0.26,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Ujjivan Small Finance Bank Limited,1.06,93.75,2.95,1.7,1.59,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Madhya Bihar Gramin Bank,0.91,87.98,7.37,2.25,2.4,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Standard Chartered Bank,0.78,95.39,3.22,1.16,0.24,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Rajasthan Marudhara Gramin Bank,0.73,83.51,2.56,13.32,0.61,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Baroda Rajasthan Kshetriya Gramin Bank,0.6,95.18,2.8,1.44,0.58,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Sarva U.P. Gramin Bank,0.59,83.04,9.8,5.76,1.4,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Kerala Gramin Bank -IMPS,0.57,97.03,1.37,1.07,0.52,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,SVC Co-operative Bank Limited,0.52,88.59,6.38,4.55,0.47,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Abhyudaya Co-operative Bank,0.52,96.19,1,2.67,0.15,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2022-23,2022,May,5,Sarva Haryana Gramin Bank,0.51,82.57,6.54,9.42,1.46,2026-04-03,2022-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,State Bank of India,115.41,96.69,1.97,0.77,0.57,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,HDFC Bank,44,97.16,1.95,0.76,0.14,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,BANK OF BARODA,34.37,96.74,2.87,0.25,0.14,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Union Bank of India,31.04,96.29,2.39,0.74,0.59,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Punjab national Bank,28.13,96.22,3.22,0.17,0.4,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Canara Bank,22.71,96.05,2.39,0.82,0.74,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Kotak Mahindra Bank,22.22,96.01,3.45,0.3,0.24,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,ICICI Bank,21.67,96.24,3.14,0.33,0.29,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Bank Of India,21.17,91.7,3.02,3.4,1.87,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Indian Bank,16.12,95.84,3.09,0.67,0.39,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Paytm Payments Bank,14.58,91.54,8.21,0.23,0.02,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Axis Bank,14.27,96.78,3.17,0.01,0.04,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Central Bank of India,12.54,97.16,2.03,0.19,0.63,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Federal Bank,7.8,95.66,4.27,0.02,0.05,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,UCO Bank,7.69,97.42,2.23,0.08,0.28,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,IDBI Bank,7.37,85.88,3.74,7.36,3.01,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Indian Overseas Bank,7.26,96.21,3.26,0.25,0.28,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Bank of Maharashtra,6.91,95.77,2.71,1.5,0.02,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Indusind Bank,6.27,95.26,2.34,1.38,1.01,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Airtel Payments Bank,6.14,91.65,5.68,2.21,0.46,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,India Post Payments Bank Limited,5.49,87.75,5.63,4.95,1.67,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,IDFC BANK,4.11,94.22,5.25,0.32,0.2,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Yes Bank Ltd,3.82,92.03,6,1.32,0.65,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Karnataka Bank,3.72,97.24,2.21,0.14,0.41,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Bandhan Bank limited,3.5,95.95,3.89,0.04,0.12,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Karur Vysya Bank,3.19,97.1,1.59,0.64,0.67,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Baroda Uttar Pradesh Gramin Bank,2.78,85.63,2.47,9.22,2.68,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Fino Payments Bank,2.61,88.33,7.16,3.84,0.67,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,The South Indian Bank,2.56,97.62,2.35,0.03,0,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Jammu and Kashmir Bank,2.51,93.84,2.31,2.03,1.82,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Tamilnaad Mercantile Bank,1.83,96.96,2.28,0.43,0.33,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,City Union Bank,1.74,93.92,3.24,2.61,0.23,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Punjab and Sind Bank,1.68,94.31,0.37,0.98,4.34,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Citibank,1.66,97.57,2.2,0.18,0.06,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,AU Small Finance Bank,1.58,93.79,3.02,3.08,0.1,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Equitas Small Finance Bank,1.4,91.4,8.28,0.24,0.08,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Maharashtra Gramin Bank,1.29,92.75,0.38,1.27,5.6,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,RBL Bank Limited,1.21,95.51,3.83,0.01,0.65,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Saraswat Co-operative Bank,1.2,97.85,1.97,0.08,0.1,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Ujjivan Small Finance Bank Limited,1.12,96.39,3.41,0.15,0.05,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Development Bank of Singapore,1.08,91.94,6.24,0.41,1.41,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Madhya Bihar Gramin Bank,1.03,92.97,4.13,1.54,1.35,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Rajasthan Marudhara Gramin Bank,0.82,87.36,2.8,4.08,5.77,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Pragathi Krishna Gramin Bank-IMPS,0.8,97.64,2.02,0.09,0.25,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Standard Chartered Bank,0.77,96.01,2.95,0.31,0.73,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Kerala Gramin Bank -IMPS,0.77,97.91,1.93,0.11,0.05,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Sarva U.P. Gramin Bank,0.71,92.35,7.1,0.01,0.53,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,UTTAR BIHAR GRAMIN BANK,0.66,45.14,3,51.03,0.82,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Baroda Rajasthan Kshetriya Gramin Bank,0.61,93.65,3.02,1.25,2.08,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2023-24,2023,May,5,Andhra Pradesh Grameena Vikas Bank,0.57,90.07,0.03,6.33,3.58,2026-04-03,2023-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,State Bank of India,126.36,97.32,2.09,0.42,0.17,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,HDFC Bank,48.82,97.31,2.38,0.29,0.02,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,BANK OF BARODA,37.4,97.76,2.08,0.03,0.13,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Punjab national Bank,35.74,97.21,2.5,0.15,0.15,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Union Bank of India,33.23,96.26,2.74,0.49,0.51,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Kotak Mahindra Bank,29.27,97.08,2.11,0.4,0.4,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Canara Bank,24.85,97.14,2.61,0.16,0.09,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,ICICI Bank,21.12,94.82,5.11,0.04,0.03,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Bank Of India,19.04,96.94,2.97,0.04,0.05,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Indian Bank,17.63,97.69,1.86,0.21,0.24,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Axis Bank,15.25,94.58,5.22,0.13,0.08,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Airtel Payments Bank,14.53,96.93,2.64,0.23,0.19,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Central Bank of India,14.11,96.56,2.64,0.35,0.46,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Federal Bank,9.48,93.81,6.09,0,0.1,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Fino Payments Bank,4.81,88.98,10.94,0.03,0.06,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Indusind Bank,10.04,95.1,4.74,0.12,0.04,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Indian Overseas Bank,7.48,96.77,3.06,0.05,0.12,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,IDBI Bank,6.77,96.23,3.44,0.13,0.21,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Bank of Maharashtra,6.03,91.34,4,4.54,0.13,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,IDFC BANK,5.02,95.05,2.41,2.27,0.28,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Bandhan Bank limited,4.87,94.65,3.85,1.24,0.26,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Karnataka Bank,4.81,95.6,3.76,0.29,0.34,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,India Post Payments Bank Limited,9.08,94,4.9,0.74,0.36,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Jammu and Kashmir Bank,4.77,96.87,2.57,0.48,0.07,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Yes Bank Ltd,4.11,91.56,8.22,0.08,0.14,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Karur Vysya Bank,3.66,96.67,3.01,0.12,0.19,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,The South Indian Bank,2.87,96.53,3.41,0.05,0.01,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Baroda Uttar Pradesh Gramin Bank,2.75,95.32,4.23,0.28,0.16,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,AU Small Finance Bank,2.46,96.81,3.13,0.01,0.04,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,UCO Bank,2.36,94.33,4.97,0,0.7,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Punjab and Sind Bank,2.25,90.12,0.54,4.17,5.17,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Tamilnaad Mercantile Bank,2.13,96.7,1.69,0.73,0.88,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,FINCARE SMALL FINANCE BANK LTD,0.73,76.27,23.66,0.01,0.05,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Equitas Small Finance Bank,2.02,94.66,4.39,0.88,0.08,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Maharashtra Gramin Bank,1.9,92.42,0.92,5.61,1.05,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Development Bank of Singapore,1.58,79.02,20.93,0.02,0.03,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Ujjivan Small Finance Bank Limited,1.58,94.7,5.16,0.03,0.11,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,May,5,Citibank,1.44,96.82,2.73,0.42,0.02,2026-04-03,2024-06-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
